"l [mm]","li [mm]","Phi [deg]","Theta [deg]","Voltage [V]","w [mm]","wi [mm]","Freq [GHz]","dB(GainTotal) []"
27,10.5,0,0,0,28,1.5,2.5,2.74711114533957
27,10.5,0,0,1,28,1.5,2.5,2.74711114533957
27,10.5,0,0,2,28,1.5,2.5,2.74711114533957
27,10.5,0,0,3,28,1.5,2.5,2.74711114533957
27,10.5,0,0,4,28,1.5,2.5,2.74711114533957
27,10.5,0,0,5,28,1.5,2.5,2.74711114533957
27,10.5,0,0,0,28.5,1.5,2.5,2.79586063812341
28.5,10.5,0,0,0,30.5,1.5,2.02,-2.67724764329932
28.5,10.5,0,0,0,30.5,1.5,2.04,-2.38470291974185
28.5,10.5,0,0,0,30.5,1.5,2.06,-2.08614590527692
28.5,10.5,0,0,0,30.5,1.5,2.08,-1.78222996853253
28.5,10.5,0,0,0,30.5,1.5,2.12,-1.1614487055801
28.5,10.5,0,0,0,30.5,1.5,2.14,-0.846457769982765
28.5,10.5,0,0,0,30.5,1.5,2.16,-0.529898013986956
28.5,10.5,0,0,0,30.5,1.5,2.18,-0.21311503592132
28.5,10.5,0,0,0,30.5,1.5,2.22,0.414658646527834
28.5,10.5,0,0,0,30.5,1.5,2.24,0.721789238241578
28.5,10.5,0,0,0,30.5,1.5,2.26,1.02136393661186
28.5,10.5,0,0,0,30.5,1.5,2.28,1.31069700587471
28.5,10.5,0,0,0,30.5,1.5,2.32,1.846219993299
28.5,10.5,0,0,0,30.5,1.5,2.34,2.08539736311212
28.5,10.5,0,0,0,30.5,1.5,2.36,2.30039759991032
28.5,10.5,0,0,0,30.5,1.5,2.38,2.48717899271709
28.5,10.5,0,0,0,30.5,1.5,2.42,2.76015952055993
28.5,10.5,0,0,0,30.5,1.5,2.44,2.83913395194688
28.5,10.5,0,0,0,30.5,1.5,2.46,2.87588942868547
28.5,10.5,0,0,0,30.5,1.5,2.48,2.86851086994453
28.5,10.5,0,0,0,30.5,1.5,2.5,2.81604937649466
28.5,10.5,0,0,0,30.5,1.5,2.52,2.71863857829977
28.5,10.5,0,0,0,30.5,1.5,2.54,2.57752010607709
28.5,10.5,0,0,0,30.5,1.5,2.56,2.39494268104456
28.5,10.5,0,0,0,30.5,1.5,2.58,2.17397629664627
28.5,10.5,0,0,0,30.5,1.5,2.62,1.63189191068227
28.5,10.5,0,0,0,30.5,1.5,2.64,1.31895786802184
28.5,10.5,0,0,0,30.5,1.5,2.66,0.983596908461339
28.5,10.5,0,0,0,30.5,1.5,2.68,0.629734123886713
28.5,10.5,0,0,0,30.5,1.5,2.72,-0.119278138824424
28.5,10.5,0,0,0,30.5,1.5,2.74,-0.508193455882813
28.5,10.5,0,0,0,30.5,1.5,2.76,-0.903162731959802
28.5,10.5,0,0,0,30.5,1.5,2.78,-1.30195554656848
28.5,10.5,0,0,0,30.5,1.5,2.82,-2.1036306203608
28.5,10.5,0,0,0,30.5,1.5,2.84,-2.50349179820609
28.5,10.5,0,0,0,30.5,1.5,2.86,-2.90106641868179
28.5,10.5,0,0,0,30.5,1.5,2.88,-3.29536378148667
28.5,10.5,0,0,0,30.5,1.5,2.92,-4.07091331446887
28.5,10.5,0,0,0,30.5,1.5,2.94,-4.4508632600928
28.5,10.5,0,0,0,30.5,1.5,2.96,-4.82489203590276
28.5,10.5,0,0,0,30.5,1.5,2.98,-5.19256949307019
27,10.5,90,0,0,28,1.5,2.5,2.74711114533957
27,10.5,90,0,1,28,1.5,2.5,2.74711114533957
27,10.5,90,0,2,28,1.5,2.5,2.74711114533957
27,10.5,90,0,3,28,1.5,2.5,2.74711114533957
27,10.5,90,0,4,28,1.5,2.5,2.74711114533957
27,10.5,90,0,5,28,1.5,2.5,2.74711114533957
27,10.5,90,0,0,28.5,1.5,2.5,2.79586063812341
28.5,10.5,90,0,0,30.5,1.5,2.02,-2.67724764329932
28.5,10.5,90,0,0,30.5,1.5,2.04,-2.38470291974185
28.5,10.5,90,0,0,30.5,1.5,2.06,-2.08614590527692
28.5,10.5,90,0,0,30.5,1.5,2.08,-1.78222996853253
28.5,10.5,90,0,0,30.5,1.5,2.12,-1.1614487055801
28.5,10.5,90,0,0,30.5,1.5,2.14,-0.846457769982765
28.5,10.5,90,0,0,30.5,1.5,2.16,-0.529898013986956
28.5,10.5,90,0,0,30.5,1.5,2.18,-0.21311503592132
28.5,10.5,90,0,0,30.5,1.5,2.22,0.414658646527834
28.5,10.5,90,0,0,30.5,1.5,2.24,0.721789238241578
28.5,10.5,90,0,0,30.5,1.5,2.26,1.02136393661186
28.5,10.5,90,0,0,30.5,1.5,2.28,1.31069700587471
28.5,10.5,90,0,0,30.5,1.5,2.32,1.846219993299
28.5,10.5,90,0,0,30.5,1.5,2.34,2.08539736311212
28.5,10.5,90,0,0,30.5,1.5,2.36,2.30039759991032
28.5,10.5,90,0,0,30.5,1.5,2.38,2.48717899271709
28.5,10.5,90,0,0,30.5,1.5,2.42,2.76015952055993
28.5,10.5,90,0,0,30.5,1.5,2.44,2.83913395194688
28.5,10.5,90,0,0,30.5,1.5,2.46,2.87588942868547
28.5,10.5,90,0,0,30.5,1.5,2.48,2.86851086994453
28.5,10.5,90,0,0,30.5,1.5,2.5,2.81604937649466
28.5,10.5,90,0,0,30.5,1.5,2.52,2.71863857829977
28.5,10.5,90,0,0,30.5,1.5,2.54,2.57752010607709
28.5,10.5,90,0,0,30.5,1.5,2.56,2.39494268104456
28.5,10.5,90,0,0,30.5,1.5,2.58,2.17397629664627
28.5,10.5,90,0,0,30.5,1.5,2.62,1.63189191068227
28.5,10.5,90,0,0,30.5,1.5,2.64,1.31895786802184
28.5,10.5,90,0,0,30.5,1.5,2.66,0.983596908461339
28.5,10.5,90,0,0,30.5,1.5,2.68,0.629734123886713
28.5,10.5,90,0,0,30.5,1.5,2.72,-0.119278138824424
28.5,10.5,90,0,0,30.5,1.5,2.74,-0.508193455882813
28.5,10.5,90,0,0,30.5,1.5,2.76,-0.903162731959802
28.5,10.5,90,0,0,30.5,1.5,2.78,-1.30195554656848
28.5,10.5,90,0,0,30.5,1.5,2.82,-2.1036306203608
28.5,10.5,90,0,0,30.5,1.5,2.84,-2.50349179820609
28.5,10.5,90,0,0,30.5,1.5,2.86,-2.90106641868179
28.5,10.5,90,0,0,30.5,1.5,2.88,-3.29536378148667
28.5,10.5,90,0,0,30.5,1.5,2.92,-4.07091331446887
28.5,10.5,90,0,0,30.5,1.5,2.94,-4.4508632600928
28.5,10.5,90,0,0,30.5,1.5,2.96,-4.82489203590276
28.5,10.5,90,0,0,30.5,1.5,2.98,-5.19256949307019
27,10.5,180,0,0,28,1.5,2.5,2.74711114533957
27,10.5,180,0,1,28,1.5,2.5,2.74711114533957
27,10.5,180,0,2,28,1.5,2.5,2.74711114533957
27,10.5,180,0,3,28,1.5,2.5,2.74711114533957
27,10.5,180,0,4,28,1.5,2.5,2.74711114533957
27,10.5,180,0,5,28,1.5,2.5,2.74711114533957
27,10.5,180,0,0,28.5,1.5,2.5,2.79586063812341
28.5,10.5,180,0,0,30.5,1.5,2.02,-2.67724764329932
28.5,10.5,180,0,0,30.5,1.5,2.04,-2.38470291974185
28.5,10.5,180,0,0,30.5,1.5,2.06,-2.08614590527692
28.5,10.5,180,0,0,30.5,1.5,2.08,-1.78222996853253
28.5,10.5,180,0,0,30.5,1.5,2.12,-1.1614487055801
28.5,10.5,180,0,0,30.5,1.5,2.14,-0.846457769982765
28.5,10.5,180,0,0,30.5,1.5,2.16,-0.529898013986956
28.5,10.5,180,0,0,30.5,1.5,2.18,-0.21311503592132
28.5,10.5,180,0,0,30.5,1.5,2.22,0.414658646527834
28.5,10.5,180,0,0,30.5,1.5,2.24,0.721789238241578
28.5,10.5,180,0,0,30.5,1.5,2.26,1.02136393661186
28.5,10.5,180,0,0,30.5,1.5,2.28,1.31069700587471
28.5,10.5,180,0,0,30.5,1.5,2.32,1.846219993299
28.5,10.5,180,0,0,30.5,1.5,2.34,2.08539736311212
28.5,10.5,180,0,0,30.5,1.5,2.36,2.30039759991032
28.5,10.5,180,0,0,30.5,1.5,2.38,2.48717899271709
28.5,10.5,180,0,0,30.5,1.5,2.42,2.76015952055993
28.5,10.5,180,0,0,30.5,1.5,2.44,2.83913395194688
28.5,10.5,180,0,0,30.5,1.5,2.46,2.87588942868547
28.5,10.5,180,0,0,30.5,1.5,2.48,2.86851086994453
28.5,10.5,180,0,0,30.5,1.5,2.5,2.81604937649466
28.5,10.5,180,0,0,30.5,1.5,2.52,2.71863857829977
28.5,10.5,180,0,0,30.5,1.5,2.54,2.57752010607709
28.5,10.5,180,0,0,30.5,1.5,2.56,2.39494268104456
28.5,10.5,180,0,0,30.5,1.5,2.58,2.17397629664627
28.5,10.5,180,0,0,30.5,1.5,2.62,1.63189191068227
28.5,10.5,180,0,0,30.5,1.5,2.64,1.31895786802184
28.5,10.5,180,0,0,30.5,1.5,2.66,0.983596908461339
28.5,10.5,180,0,0,30.5,1.5,2.68,0.629734123886713
28.5,10.5,180,0,0,30.5,1.5,2.72,-0.119278138824424
28.5,10.5,180,0,0,30.5,1.5,2.74,-0.508193455882813
28.5,10.5,180,0,0,30.5,1.5,2.76,-0.903162731959802
28.5,10.5,180,0,0,30.5,1.5,2.78,-1.30195554656848
28.5,10.5,180,0,0,30.5,1.5,2.82,-2.1036306203608
28.5,10.5,180,0,0,30.5,1.5,2.84,-2.50349179820609
28.5,10.5,180,0,0,30.5,1.5,2.86,-2.90106641868179
28.5,10.5,180,0,0,30.5,1.5,2.88,-3.29536378148667
28.5,10.5,180,0,0,30.5,1.5,2.92,-4.07091331446887
28.5,10.5,180,0,0,30.5,1.5,2.94,-4.4508632600928
28.5,10.5,180,0,0,30.5,1.5,2.96,-4.82489203590276
28.5,10.5,180,0,0,30.5,1.5,2.98,-5.19256949307019
27,10.5,270,0,0,28,1.5,2.5,2.74711114533957
27,10.5,270,0,1,28,1.5,2.5,2.74711114533957
27,10.5,270,0,2,28,1.5,2.5,2.74711114533957
27,10.5,270,0,3,28,1.5,2.5,2.74711114533957
27,10.5,270,0,4,28,1.5,2.5,2.74711114533957
27,10.5,270,0,5,28,1.5,2.5,2.74711114533957
27,10.5,270,0,0,28.5,1.5,2.5,2.79586063812341
28.5,10.5,270,0,0,30.5,1.5,2.02,-2.67724764329932
28.5,10.5,270,0,0,30.5,1.5,2.04,-2.38470291974185
28.5,10.5,270,0,0,30.5,1.5,2.06,-2.08614590527692
28.5,10.5,270,0,0,30.5,1.5,2.08,-1.78222996853253
28.5,10.5,270,0,0,30.5,1.5,2.12,-1.1614487055801
28.5,10.5,270,0,0,30.5,1.5,2.14,-0.846457769982765
28.5,10.5,270,0,0,30.5,1.5,2.16,-0.529898013986956
28.5,10.5,270,0,0,30.5,1.5,2.18,-0.21311503592132
28.5,10.5,270,0,0,30.5,1.5,2.22,0.414658646527834
28.5,10.5,270,0,0,30.5,1.5,2.24,0.721789238241578
28.5,10.5,270,0,0,30.5,1.5,2.26,1.02136393661186
28.5,10.5,270,0,0,30.5,1.5,2.28,1.31069700587471
28.5,10.5,270,0,0,30.5,1.5,2.32,1.846219993299
28.5,10.5,270,0,0,30.5,1.5,2.34,2.08539736311212
28.5,10.5,270,0,0,30.5,1.5,2.36,2.30039759991032
28.5,10.5,270,0,0,30.5,1.5,2.38,2.48717899271709
28.5,10.5,270,0,0,30.5,1.5,2.42,2.76015952055993
28.5,10.5,270,0,0,30.5,1.5,2.44,2.83913395194688
28.5,10.5,270,0,0,30.5,1.5,2.46,2.87588942868547
28.5,10.5,270,0,0,30.5,1.5,2.48,2.86851086994453
28.5,10.5,270,0,0,30.5,1.5,2.5,2.81604937649466
28.5,10.5,270,0,0,30.5,1.5,2.52,2.71863857829977
28.5,10.5,270,0,0,30.5,1.5,2.54,2.57752010607709
28.5,10.5,270,0,0,30.5,1.5,2.56,2.39494268104456
28.5,10.5,270,0,0,30.5,1.5,2.58,2.17397629664627
28.5,10.5,270,0,0,30.5,1.5,2.62,1.63189191068227
28.5,10.5,270,0,0,30.5,1.5,2.64,1.31895786802184
28.5,10.5,270,0,0,30.5,1.5,2.66,0.983596908461339
28.5,10.5,270,0,0,30.5,1.5,2.68,0.629734123886713
28.5,10.5,270,0,0,30.5,1.5,2.72,-0.119278138824424
28.5,10.5,270,0,0,30.5,1.5,2.74,-0.508193455882813
28.5,10.5,270,0,0,30.5,1.5,2.76,-0.903162731959802
28.5,10.5,270,0,0,30.5,1.5,2.78,-1.30195554656848
28.5,10.5,270,0,0,30.5,1.5,2.82,-2.1036306203608
28.5,10.5,270,0,0,30.5,1.5,2.84,-2.50349179820609
28.5,10.5,270,0,0,30.5,1.5,2.86,-2.90106641868179
28.5,10.5,270,0,0,30.5,1.5,2.88,-3.29536378148667
28.5,10.5,270,0,0,30.5,1.5,2.92,-4.07091331446887
28.5,10.5,270,0,0,30.5,1.5,2.94,-4.4508632600928
28.5,10.5,270,0,0,30.5,1.5,2.96,-4.82489203590276
28.5,10.5,270,0,0,30.5,1.5,2.98,-5.19256949307019
27,10.5,360,0,0,28,1.5,2.5,2.74711114533957
27,10.5,360,0,1,28,1.5,2.5,2.74711114533957
27,10.5,360,0,2,28,1.5,2.5,2.74711114533957
27,10.5,360,0,3,28,1.5,2.5,2.74711114533957
27,10.5,360,0,4,28,1.5,2.5,2.74711114533957
27,10.5,360,0,5,28,1.5,2.5,2.74711114533957
27,10.5,360,0,0,28.5,1.5,2.5,2.79586063812341
28.5,10.5,360,0,0,30.5,1.5,2.02,-2.67724764329932
28.5,10.5,360,0,0,30.5,1.5,2.04,-2.38470291974185
28.5,10.5,360,0,0,30.5,1.5,2.06,-2.08614590527692
28.5,10.5,360,0,0,30.5,1.5,2.08,-1.78222996853253
28.5,10.5,360,0,0,30.5,1.5,2.12,-1.1614487055801
28.5,10.5,360,0,0,30.5,1.5,2.14,-0.846457769982765
28.5,10.5,360,0,0,30.5,1.5,2.16,-0.529898013986956
28.5,10.5,360,0,0,30.5,1.5,2.18,-0.21311503592132
28.5,10.5,360,0,0,30.5,1.5,2.22,0.414658646527834
28.5,10.5,360,0,0,30.5,1.5,2.24,0.721789238241578
28.5,10.5,360,0,0,30.5,1.5,2.26,1.02136393661186
28.5,10.5,360,0,0,30.5,1.5,2.28,1.31069700587471
28.5,10.5,360,0,0,30.5,1.5,2.32,1.846219993299
28.5,10.5,360,0,0,30.5,1.5,2.34,2.08539736311212
28.5,10.5,360,0,0,30.5,1.5,2.36,2.30039759991032
28.5,10.5,360,0,0,30.5,1.5,2.38,2.48717899271709
28.5,10.5,360,0,0,30.5,1.5,2.42,2.76015952055993
28.5,10.5,360,0,0,30.5,1.5,2.44,2.83913395194688
28.5,10.5,360,0,0,30.5,1.5,2.46,2.87588942868547
28.5,10.5,360,0,0,30.5,1.5,2.48,2.86851086994453
28.5,10.5,360,0,0,30.5,1.5,2.5,2.81604937649466
28.5,10.5,360,0,0,30.5,1.5,2.52,2.71863857829977
28.5,10.5,360,0,0,30.5,1.5,2.54,2.57752010607709
28.5,10.5,360,0,0,30.5,1.5,2.56,2.39494268104456
28.5,10.5,360,0,0,30.5,1.5,2.58,2.17397629664627
28.5,10.5,360,0,0,30.5,1.5,2.62,1.63189191068227
28.5,10.5,360,0,0,30.5,1.5,2.64,1.31895786802184
28.5,10.5,360,0,0,30.5,1.5,2.66,0.983596908461339
28.5,10.5,360,0,0,30.5,1.5,2.68,0.629734123886713
28.5,10.5,360,0,0,30.5,1.5,2.72,-0.119278138824424
28.5,10.5,360,0,0,30.5,1.5,2.74,-0.508193455882813
28.5,10.5,360,0,0,30.5,1.5,2.76,-0.903162731959802
28.5,10.5,360,0,0,30.5,1.5,2.78,-1.30195554656848
28.5,10.5,360,0,0,30.5,1.5,2.82,-2.1036306203608
28.5,10.5,360,0,0,30.5,1.5,2.84,-2.50349179820609
28.5,10.5,360,0,0,30.5,1.5,2.86,-2.90106641868179
28.5,10.5,360,0,0,30.5,1.5,2.88,-3.29536378148667
28.5,10.5,360,0,0,30.5,1.5,2.92,-4.07091331446887
28.5,10.5,360,0,0,30.5,1.5,2.94,-4.4508632600928
28.5,10.5,360,0,0,30.5,1.5,2.96,-4.82489203590276
28.5,10.5,360,0,0,30.5,1.5,2.98,-5.19256949307019
27,10.5,0,30,0,28,1.5,2.5,1.81356025051221
27,10.5,0,30,1,28,1.5,2.5,1.81356025051221
27,10.5,0,30,2,28,1.5,2.5,1.81356025051221
27,10.5,0,30,3,28,1.5,2.5,1.81356025051221
27,10.5,0,30,4,28,1.5,2.5,1.81356025051221
27,10.5,0,30,5,28,1.5,2.5,1.81356025051221
27,10.5,0,30,0,28.5,1.5,2.5,1.79657481971784
28.5,10.5,0,30,0,30.5,1.5,2.02,-3.88506301178701
28.5,10.5,0,30,0,30.5,1.5,2.04,-3.5782877576347
28.5,10.5,0,30,0,30.5,1.5,2.06,-3.26556985673056
28.5,10.5,0,30,0,30.5,1.5,2.08,-2.94760911132373
28.5,10.5,0,30,0,30.5,1.5,2.12,-2.29927314844929
28.5,10.5,0,30,0,30.5,1.5,2.14,-1.97086402742252
28.5,10.5,0,30,0,30.5,1.5,2.16,-1.64118454158961
28.5,10.5,0,30,0,30.5,1.5,2.18,-1.31162214030382
28.5,10.5,0,30,0,30.5,1.5,2.22,-0.659466873755917
28.5,10.5,0,30,0,30.5,1.5,2.24,-0.340805780021899
28.5,10.5,0,30,0,30.5,1.5,2.26,-0.0301841747045458
28.5,10.5,0,30,0,30.5,1.5,2.28,0.269683028467385
28.5,10.5,0,30,0,30.5,1.5,2.32,0.82463210054278
28.5,10.5,0,30,0,30.5,1.5,2.34,1.0726553288919
28.5,10.5,0,30,0,30.5,1.5,2.36,1.29589616505471
28.5,10.5,0,30,0,30.5,1.5,2.38,1.49029493649795
28.5,10.5,0,30,0,30.5,1.5,2.42,1.77657597206127
28.5,10.5,0,30,0,30.5,1.5,2.44,1.86120445685122
28.5,10.5,0,30,0,30.5,1.5,2.46,1.90293212627603
28.5,10.5,0,30,0,30.5,1.5,2.48,1.89983155005179
28.5,10.5,0,30,0,30.5,1.5,2.5,1.85094180797996
28.5,10.5,0,30,0,30.5,1.5,2.52,1.75638517863121
28.5,10.5,0,30,0,30.5,1.5,2.54,1.61739205104323
28.5,10.5,0,30,0,30.5,1.5,2.56,1.4362001498059
28.5,10.5,0,30,0,30.5,1.5,2.58,1.21586863474747
28.5,10.5,0,30,0,30.5,1.5,2.62,0.672760149282895
28.5,10.5,0,30,0,30.5,1.5,2.64,0.358146655667911
28.5,10.5,0,30,0,30.5,1.5,2.66,0.0203151954473289
28.5,10.5,0,30,0,30.5,1.5,2.68,-0.336818116791841
28.5,10.5,0,30,0,30.5,1.5,2.72,-1.09480234505041
28.5,10.5,0,30,0,30.5,1.5,2.74,-1.48943146352222
28.5,10.5,0,30,0,30.5,1.5,2.76,-1.89093840847205
28.5,10.5,0,30,0,30.5,1.5,2.78,-2.29709431830069
28.5,10.5,0,30,0,30.5,1.5,2.82,-3.11596358303523
28.5,10.5,0,30,0,30.5,1.5,2.84,-3.52564382714389
28.5,10.5,0,30,0,30.5,1.5,2.86,-3.93383807248618
28.5,10.5,0,30,0,30.5,1.5,2.88,-4.33953992885013
28.5,10.5,0,30,0,30.5,1.5,2.92,-5.14017500925112
28.5,10.5,0,30,0,30.5,1.5,2.94,-5.53376491484058
28.5,10.5,0,30,0,30.5,1.5,2.96,-5.92214877180734
28.5,10.5,0,30,0,30.5,1.5,2.98,-6.30491717630479
27,10.5,90,30,0,28,1.5,2.5,1.43818386233322
27,10.5,90,30,1,28,1.5,2.5,1.43818386233322
27,10.5,90,30,2,28,1.5,2.5,1.43818386233322
27,10.5,90,30,3,28,1.5,2.5,1.43818386233322
27,10.5,90,30,4,28,1.5,2.5,1.43818386233322
27,10.5,90,30,5,28,1.5,2.5,1.43818386233322
27,10.5,90,30,0,28.5,1.5,2.5,1.47678213251289
28.5,10.5,90,30,0,30.5,1.5,2.02,-3.99920761665484
28.5,10.5,90,30,0,30.5,1.5,2.04,-3.71006628651364
28.5,10.5,90,30,0,30.5,1.5,2.06,-3.41405145633506
28.5,10.5,90,30,0,30.5,1.5,2.08,-3.11180716454228
28.5,10.5,90,30,0,30.5,1.5,2.12,-2.49174989090313
28.5,10.5,90,30,0,30.5,1.5,2.14,-2.17582113795928
28.5,10.5,90,30,0,30.5,1.5,2.16,-1.85747154522948
28.5,10.5,90,30,0,30.5,1.5,2.18,-1.53806257209049
28.5,10.5,90,30,0,30.5,1.5,2.22,-0.902605675396178
28.5,10.5,90,30,0,30.5,1.5,2.24,-0.59046048369999
28.5,10.5,90,30,0,30.5,1.5,2.26,-0.285118460098533
28.5,10.5,90,30,0,30.5,1.5,2.28,0.010713491189775
28.5,10.5,90,30,0,30.5,1.5,2.32,0.561353842617908
28.5,10.5,90,30,0,30.5,1.5,2.34,0.809119121428252
28.5,10.5,90,30,0,30.5,1.5,2.36,1.03337909022641
28.5,10.5,90,30,0,30.5,1.5,2.38,1.23008666601113
28.5,10.5,90,30,0,30.5,1.5,2.42,1.52492159991944
28.5,10.5,90,30,0,30.5,1.5,2.44,1.61583861017121
28.5,10.5,90,30,0,30.5,1.5,2.46,1.6652321838665
28.5,10.5,90,30,0,30.5,1.5,2.48,1.67120793545564
28.5,10.5,90,30,0,30.5,1.5,2.5,1.63284311679628
28.5,10.5,90,30,0,30.5,1.5,2.52,1.55030286384474
28.5,10.5,90,30,0,30.5,1.5,2.54,1.42486532622495
28.5,10.5,90,30,0,30.5,1.5,2.56,1.25882075362343
28.5,10.5,90,30,0,30.5,1.5,2.58,1.05528522253658
28.5,10.5,90,30,0,30.5,1.5,2.62,0.550962773811702
28.5,10.5,90,30,0,30.5,1.5,2.64,0.258472576969135
28.5,10.5,90,30,0,30.5,1.5,2.66,-0.0553214669072706
28.5,10.5,90,30,0,30.5,1.5,2.68,-0.386429569947099
28.5,10.5,90,30,0,30.5,1.5,2.72,-1.08609622483969
28.5,10.5,90,30,0,30.5,1.5,2.74,-1.44827826465324
28.5,10.5,90,30,0,30.5,1.5,2.76,-1.81504215979863
28.5,10.5,90,30,0,30.5,1.5,2.78,-2.1840811983873
28.5,10.5,90,30,0,30.5,1.5,2.82,-2.92128991020793
28.5,10.5,90,30,0,30.5,1.5,2.84,-3.2862770836388
28.5,10.5,90,30,0,30.5,1.5,2.86,-3.64710657231828
28.5,10.5,90,30,0,30.5,1.5,2.88,-4.00270196502069
28.5,10.5,90,30,0,30.5,1.5,2.92,-4.69462186465732
28.5,10.5,90,30,0,30.5,1.5,2.94,-5.02945871308206
28.5,10.5,90,30,0,30.5,1.5,2.96,-5.35604577525125
28.5,10.5,90,30,0,30.5,1.5,2.98,-5.67384996856532
27,10.5,180,30,0,28,1.5,2.5,1.74652691238505
27,10.5,180,30,1,28,1.5,2.5,1.74652691238505
27,10.5,180,30,2,28,1.5,2.5,1.74652691238505
27,10.5,180,30,3,28,1.5,2.5,1.74652691238505
27,10.5,180,30,4,28,1.5,2.5,1.74652691238505
27,10.5,180,30,5,28,1.5,2.5,1.74652691238505
27,10.5,180,30,0,28.5,1.5,2.5,1.81381226910889
28.5,10.5,180,30,0,30.5,1.5,2.02,-3.78175654604017
28.5,10.5,180,30,0,30.5,1.5,2.04,-3.47993044336655
28.5,10.5,180,30,0,30.5,1.5,2.06,-3.17206125194497
28.5,10.5,180,30,0,30.5,1.5,2.08,-2.85886529372335
28.5,10.5,180,30,0,30.5,1.5,2.12,-2.21986227957173
28.5,10.5,180,30,0,30.5,1.5,2.14,-1.89604420272478
28.5,10.5,180,30,0,30.5,1.5,2.16,-1.57091771094633
28.5,10.5,180,30,0,30.5,1.5,2.18,-1.24587773842574
28.5,10.5,180,30,0,30.5,1.5,2.22,-0.602697949826701
28.5,10.5,180,30,0,30.5,1.5,2.24,-0.288498139767102
28.5,10.5,180,30,0,30.5,1.5,2.26,0.017676225191653
28.5,10.5,180,30,0,30.5,1.5,2.28,0.313108671418261
28.5,10.5,180,30,0,30.5,1.5,2.32,0.859223617688888
28.5,10.5,180,30,0,30.5,1.5,2.34,1.10284820871205
28.5,10.5,180,30,0,30.5,1.5,2.36,1.32170408275647
28.5,10.5,180,30,0,30.5,1.5,2.38,1.51173317023375
28.5,10.5,180,30,0,30.5,1.5,2.42,1.78932922376502
28.5,10.5,180,30,0,30.5,1.5,2.44,1.86964711183519
28.5,10.5,180,30,0,30.5,1.5,2.46,1.90708898068198
28.5,10.5,180,30,0,30.5,1.5,2.48,1.89973005437574
28.5,10.5,180,30,0,30.5,1.5,2.5,1.84661243442814
28.5,10.5,180,30,0,30.5,1.5,2.52,1.74786113562683
28.5,10.5,180,30,0,30.5,1.5,2.54,1.60470943909361
28.5,10.5,180,30,0,30.5,1.5,2.56,1.41939786522752
28.5,10.5,180,30,0,30.5,1.5,2.58,1.19498835271391
28.5,10.5,180,30,0,30.5,1.5,2.62,0.643859097713744
28.5,10.5,180,30,0,30.5,1.5,2.64,0.325307704219414
28.5,10.5,180,30,0,30.5,1.5,2.66,-0.0164104784870725
28.5,10.5,180,30,0,30.5,1.5,2.68,-0.377377317501828
28.5,10.5,180,30,0,30.5,1.5,2.72,-1.14286305805946
28.5,10.5,180,30,0,30.5,1.5,2.74,-1.54115775417575
28.5,10.5,180,30,0,30.5,1.5,2.76,-1.94627262077763
28.5,10.5,180,30,0,30.5,1.5,2.78,-2.35597843111318
28.5,10.5,180,30,0,30.5,1.5,2.82,-3.18177420433543
28.5,10.5,180,30,0,30.5,1.5,2.84,-3.59483149539119
28.5,10.5,180,30,0,30.5,1.5,2.86,-4.00634493850318
28.5,10.5,180,30,0,30.5,1.5,2.88,-4.41530594579115
28.5,10.5,180,30,0,30.5,1.5,2.92,-5.22224520142692
28.5,10.5,180,30,0,30.5,1.5,2.94,-5.6188326387657
28.5,10.5,180,30,0,30.5,1.5,2.96,-6.01003080264985
28.5,10.5,180,30,0,30.5,1.5,2.98,-6.39528085690521
27,10.5,270,30,0,28,1.5,2.5,1.59590135110926
27,10.5,270,30,1,28,1.5,2.5,1.59590135110927
27,10.5,270,30,2,28,1.5,2.5,1.59590135110926
27,10.5,270,30,3,28,1.5,2.5,1.59590135110926
27,10.5,270,30,4,28,1.5,2.5,1.59590135110927
27,10.5,270,30,5,28,1.5,2.5,1.59590135110926
27,10.5,270,30,0,28.5,1.5,2.5,1.69442422524892
28.5,10.5,270,30,0,30.5,1.5,2.02,-3.36404735320923
28.5,10.5,270,30,0,30.5,1.5,2.04,-3.09317992810149
28.5,10.5,270,30,0,30.5,1.5,2.06,-2.81689720632771
28.5,10.5,270,30,0,30.5,1.5,2.08,-2.53582532669197
28.5,10.5,270,30,0,30.5,1.5,2.12,-1.96231640024876
28.5,10.5,270,30,0,30.5,1.5,2.14,-1.67168483019506
28.5,10.5,270,30,0,30.5,1.5,2.16,-1.37991793421014
28.5,10.5,270,30,0,30.5,1.5,2.18,-1.08832382820801
28.5,10.5,270,30,0,30.5,1.5,2.22,-0.511967977395517
28.5,10.5,270,30,0,30.5,1.5,2.24,-0.23099529992208
28.5,10.5,270,30,0,30.5,1.5,2.26,0.0421661281850991
28.5,10.5,270,30,0,30.5,1.5,2.28,0.30486017376068
28.5,10.5,270,30,0,30.5,1.5,2.32,0.786529370917997
28.5,10.5,270,30,0,30.5,1.5,2.34,0.998533091550157
28.5,10.5,270,30,0,30.5,1.5,2.36,1.18621562929168
28.5,10.5,270,30,0,30.5,1.5,2.38,1.34554504706858
28.5,10.5,270,30,0,30.5,1.5,2.42,1.56323498731835
28.5,10.5,270,30,0,30.5,1.5,2.44,1.61436718720735
28.5,10.5,270,30,0,30.5,1.5,2.46,1.62313891456721
28.5,10.5,270,30,0,30.5,1.5,2.48,1.58762145493494
